OBJECTID,Facility_Name,Type,Owner,County,Latitude,Longitude
8549,Seaside Nursing Home,Nursing Home,Private Practice - Unspecified,Mombasa,-4.06465000000,39.66483000000
8550,Seed of Hope Medical Clinic,Medical Clinic,Non-Governmental Organizations,Trans Nzoia,1.05583000000,34.96481000000
8551,Sega Cottage Hospital,Dispensary,Ministry of Health,Siaya,0.25934000000,34.22549000000
8552,Sega Dispensary,Health Centre,Kenya Episcopal Conference-Catholic Secretariat,Siaya,0.26353000000,34.22710000000
8553,Sega Health Centre,Other Hospital,Private Enterprise (Institution),Siaya,0.26353000000,34.22710000000
8554,Segera Mission Dispensary,Dispensary,Christian Health Association of Kenya,Laikipia,0.15182000000,36.88787000000
8555,Segere Dispensary,Dispensary,Ministry of Health,Siaya,0.11233000000,34.24462000000
8556,Segero Dispensary,Dispensary,Ministry of Health,Uasin Gishu,0.93077000000,35.25730000000
8557,Segero Dispensary,Dispensary,Ministry of Health,Busia,0.49225000000,34.26634000000
8558,Segetet Dispensary,Dispensary,Ministry of Health,Kericho,-0.14007000000,35.47720000000
8559,Sego Dispensary,Dispensary,Ministry of Health,Elgeyo Marakwet,0.40456000000,35.62696000000
8560,Segut Dispensary,Dispensary,Ministry of Health,Elgeyo Marakwet,1.10587000000,35.45583000000
8561,Segutiet Dispensary,Dispensary,Ministry of Health,Bomet,-0.70346000000,35.25675000000
8562,Seguton Dispensary,Dispensary,Ministry of Health,Baringo,0.04755000000,35.56373000000
8563,Seka Health Centre,Health Centre,Ministry of Health,Homa Bay,-0.73846000000,34.13543000000
8564,Sekenani Health Centre,Health Centre,Ministry of Health,Narok,-1.44312000000,35.39300000000
8565,Sekerr Dispensary,Dispensary,Other Faith Based,West Pokot,1.37937000000,35.26115000000
8566,Seketet Dispensary,Dispensary,Ministry of Health,Samburu,1.13407000000,36.59742000000
8567,Selma medical clinic,Medical Clinic,Private Practice - Unspecified,Nairobi,-1.20269000000,36.91513000000
8568,Semikaro Dispensary,Dispensary,Ministry of Health,Tana River,-2.50869000000,40.28561000000
8569,Sena Health Centre,Health Centre,Ministry of Health,Homa Bay,-0.46828000000,34.06427000000
8570,Sengani Dispensary,Dispensary,Ministry of Health,Machakos,-1.25014000000,37.32333000000
8571,Sengera Health Centre (Gucha),Health Centre,Kenya Episcopal Conference-Catholic Secretariat,Kisii,-0.86483000000,34.72030000000
8572,Senior Staff Medical Clinic (MCM),Dispensary,Local Authority,Mombasa,-4.06217000000,39.67344000000
8573,Seniors Medical Services,Nursing Home,Private Practice - Clinical Officer,Kajiado,-1.48076000000,36.95413000000
8574,Senye Medical Clinic,Maternity Home,Private Enterprise (Institution),Nairobi,-1.31440000000,36.77614000000
8575,Sera Dispensary,Dispensary,Ministry of Health,Tana River,-2.12826000000,40.12462000000
8576,Serawongo Dispensary,Dispensary,Ministry of Health,Siaya,-0.15221000000,34.13437000000
8577,Sere Clinic,Medical Clinic,Private Practice - Nurse / Midwife,Taita Taveta,-3.39207000000,38.37450000000
8578,Seregeya Dispensary,Dispensary,Ministry of Health,Kakamega,0.66375000000,35.10736000000
8579,Serem Health Centre,Health Centre,Ministry of Health,Vihiga,0.08013000000,34.85275000000
8580,Serem Health Centre (Nandi South),Health Centre,Ministry of Health,Nandi,0.06678000000,34.85958000000
8581,Seren Dispensary,Dispensary,Ministry of Health,Samburu,1.87238000000,37.06345000000
8582,Serena Beach Hotel & Spa Staff Clinic,Medical Clinic,Private Enterprise (Institution),Mombasa,-3.97185000000,39.75020000000
8583,Serena Medical Clinic,Medical Clinic,Private Practice - Clinical Officer,Kilifi,-3.22709000000,40.10338000000
8584,Sereng Dispensary,Dispensary,Ministry of Health,Kericho,-0.20197000000,35.37494000000
8585,Sereolipi Health Centre,Dispensary,Ministry of Health,Samburu,1.12440000000,37.61990000000
8586,Sererit Catholic Dispensary,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,Samburu,1.66344700000,37.23666400000
8587,Seretunin Health Centre,Health Centre,Ministry of Health,Baringo,0.55313000000,35.78760000000
8588,Seretut Dispensary,Dispensary,Ministry of Health,Kericho,-0.43234000000,35.19611000000
8589,Seretut Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,Kericho,-0.43068000000,35.18705000000
8590,Serewo Health Centre,Health Centre,Ministry of Health,West Pokot,1.33196000000,35.00004000000
8591,Sergoit Clinic,Medical Clinic,Private Enterprise (Institution),Uasin Gishu,0.60296000000,35.39930000000
8592,Sergoit Dispensary (Eldoret East),Dispensary,Ministry of Health,Uasin Gishu,0.61212000000,35.39451000000
8593,Sergoit Dispensary (Keiyo),Dispensary,Ministry of Health,Elgeyo Marakwet,0.67551000000,35.44350000000
8594,Sericho Health Centre,Health Centre,Ministry of Health,Isiolo,1.13778000000,39.10453000000
8595,Serotec Medical Clinic,Medical Clinic,Private Practice - Medical Specialist,Makueni,-2.28463000000,37.82419000000
8596,Setano Dispensary,Dispensary,Ministry of Health,Elgeyo Marakwet,0.21101000000,35.61285000000
8597,Setek Dispensary,Dispensary,Ministry of Health,Nandi,0.00228000000,35.39269000000
8598,Seth Medical Clinic,Medical Clinic,Private Practice - Clinical Officer,Kiambu,-1.11061000000,36.64437000000
8599,Sevani Medical Centre,Medical Clinic,Private Enterprise (Institution),Mombasa,-4.10297000000,39.64271000000
8600,Sex Workers Operation Project (Swop),Dispensary,Non-Governmental Organizations,Nairobi,-1.28520000000,36.82100000000
8601,Sex Workers Outreach Program (Lang'ata),Medical Clinic,Non-Governmental Organizations,Nairobi,-1.32436000000,36.78293000000
8602,SGRR Medical Clinic,Medical Clinic,Other Faith Based,Nairobi,-1.31425000000,36.82726000000
8603,Shaam Nursing Home,Nursing Home,Private Enterprise (Institution),Nairobi,-1.27085000000,36.84700000000
8604,Shabab Intergrated Medical Clinic,Medical Clinic,Private Practice - General Practitioner,Nakuru,-0.29536000000,36.05888000000
8605,Shacolas Orthodox Medical Clinic,Medical Clinic,Christian Health Association of Kenya,Kiambu,-1.22050000000,36.65349000000
8606,Shafshafey Health Centre,Health Centre,Ministry of Health,Mandera,3.92481000000,41.82361000000
8607,Shallom Dispensary,Dispensary,Ministry of Health,Laikipia,-0.04865000000,36.65074000000
8608,Shalom Community Health Centre,Dispensary,Private Practice - General Practitioner,Kajiado,-1.84316000000,36.78575000000
8609,Shalom Community Hospital (Athi River),Other Hospital,Private Practice - General Practitioner,Machakos,-1.43588000000,36.96594000000
8610,Shalom Community Hospital (Machakos),Other Hospital,Private Practice - General Practitioner,Machakos,-1.52460000000,37.26630000000
8611,Shalom Community Hospital Mukuyuni Satelite,Medical Clinic,Private Enterprise (Institution),Makueni,-1.74786000000,37.46446000000
8612,Shalom Community Wamunyu Satellite Clinic,Medical Clinic,Private Enterprise (Institution),Machakos,-1.40955000000,37.56332000000
8613,Shalom Health Services,Medical Clinic,Private Enterprise (Institution),Mombasa,-4.02564000000,39.71030000000
8614,Shalom Medical Centre,Medical Clinic,Private Enterprise (Institution),Turkana,4.24126000000,34.39860000000
8615,Shalom Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,Kisumu,-0.11168000000,34.45309000000
8616,Shalom Medical Clinic (Embu),Medical Clinic,Private Enterprise (Institution),Embu,-0.56523000000,37.48286000000
8617,Shalom Medical Clinic (Thika),Medical Clinic,Private Enterprise (Institution),Murang'a,-0.90447700000,36.90410000000
8618,Shalom Medical Clinical,Medical Clinic,Private Practice - Clinical Officer,Baringo,0.04204000000,35.70600000000
8619,Shalom Satelite Clinic,Medical Clinic,Private Practice - Unspecified,Machakos,-1.37713000000,37.25066000000
8620,Shalome Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,Kiambu,-1.21100000000,36.93907000000
8621,Shamakhubu Health Centre,Health Centre,Ministry of Health,Kakamega,0.26468000000,34.82788000000
8622,Shamata Health Centre,Health Centre,Ministry of Health,Nyandarua,-0.19639000000,36.50559000000
8623,Shamberere Dispensary,Dispensary,Ministry of Health,Kakamega,0.37342100000,34.83512200000
8624,Shammah Clinic,Medical Clinic,Private Enterprise (Institution),Kiambu,-1.09055900000,37.02143000000
8625,Shammah Medical Clinic,Medical Clinic,Private Practice - Clinical Officer,Kitui,-1.36595000000,38.01022000000
8626,Shanga Dispensary,Dispensary,Ministry of Health,Lamu,-2.33554000000,40.34560000000
8627,Shangia Dispensary,Dispensary,Ministry of Health,Kilifi,-3.80689000000,39.41075000000
8628,Shanka Medical,Medical Clinic,Private Practice - Nurse / Midwife,Murang'a,-0.82054000000,37.04255000000
8629,Shankoe Dispensary,Dispensary,Ministry of Health,Narok,-0.96931000000,34.79592000000
8630,Shanta Abaq Dispensary (Wajir West),Dispensary,Ministry of Health,Wajir,1.68426000000,39.89372000000
8631,Shantaabaq Health Centre (Lagdera),Health Centre,Ministry of Health,Garissa,0.45801000000,39.74149000000
8632,Shanzu Teachers College Clinic,Medical Clinic,Private Enterprise (Institution),Mombasa,-3.96820000000,39.74233000000
8633,Sharifik Medical Clinic,Medical Clinic,Private Practice - General Practitioner,Nairobi,-1.18485000000,36.90410000000
8634,Sharom Dispensary,Dispensary,Ministry of Health,Nyandarua,-0.35812000000,36.32205000000
8635,Shartuka Dispensary,Dispensary,Ministry of Health,Narok,-0.96859000000,34.94777000000
8636,Shauri Dispensary,Dispensary,Ministry of Health,Nyandarua,-0.04224000000,36.42464000000
8637,Shauri Moyo Baptist VCT Centre,VCT Centre (Stand-Alone),Christian Health Association of Kenya,Nairobi,-1.28870000000,36.84620000000
8638,Shauri Moyo Clinic,Medical Clinic,Local Authority,Nairobi,-1.29047000000,36.84841000000
8639,Shauri Moyo Health Services,Medical Clinic,Private Enterprise (Institution),Nairobi,-1.29002000000,36.84573000000
8640,Sheikh Nurein Medical Centre,Medical Clinic,Private Practice - Unspecified,Mombasa,-4.05998000000,39.66560000000
8641,Shekina Medical Clinic,Medical Clinic,Private Practice - Clinical Officer,Nairobi,-1.21837000000,36.90035000000
8642,Shekinah Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,Trans Nzoia,0.98251000000,35.22221000000
8643,Shelemba,Dispensary,Ministry of Health,Taita Taveta,-3.43143000000,38.46534000000
8644,Shella Dispensary,Dispensary,Ministry of Health,Lamu,-2.27788000000,40.94920000000
8645,Shepherds Medical Clinic Maringo,Medical Clinic,Private Enterprise (Institution),Nairobi,-1.29363000000,36.86612000000
8646,Shianda Baptist Clinic,Dispensary,Other Faith Based,Kakamega,0.31586000000,34.57625000000
8647,Shianda Dispensary,Dispensary,Ministry of Health,Kakamega,0.32220000000,34.57247000000
8648,Shibanga Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,Kakamega,0.23723000000,34.54687000000
8649,Shibanze Dispensary,Dispensary,Ministry of Health,Kakamega,0.41559100000,34.52900800000
8650,Shibwe Sub-District Hospital,Sub-District Hospital,Ministry of Health,Kakamega,0.20577000000,34.72305000000
8651,Shifa Medical Clinic (Moyale),Medical Clinic,Private Practice - Unspecified,Marsabit,3.52080000000,39.05520000000
8652,Shifaa Nursing Home,Nursing Home,Private Enterprise (Institution),Wajir,1.75129000000,40.05686000000
8653,Shihalia Dispensary,Dispensary,Ministry of Health,Kakamega,0.18853000000,34.70422300000
8654,Shihome Dispensary,Dispensary,Ministry of Health,Kakamega,0.39138000000,34.79209000000
8655,Shika Adabu (MCM) Dispensary,Dispensary,Local Authority,Mombasa,-4.11271000000,39.63764000000
8656,Shikamoo Medical Clinic,Medical Clinic,Private Practice - Clinical Officer,Kiambu,-1.14658000000,36.95811000000
8657,Shikokho Dispensary,Dispensary,Private Enterprise (Institution),Kakamega,0.18303000000,34.72056000000
8658,Shikumu Dispensary,Dispensary,Ministry of Health,Kakamega,0.17222000000,34.66717000000
8659,Shikunga Health Centre,Health Centre,Ministry of Health,Kakamega,0.21743000000,34.49913000000
8660,Shikusa Health Centre,Health Centre,Ministry of Health,Kakamega,0.31857000000,34.81241000000
8661,Shikusi Dispensary,Dispensary,Ministry of Health,Kakamega,0.20371000000,34.79913000000
8662,Shiloh Nursing Clinic,Medical Clinic,Private Enterprise (Institution),Mombasa,-4.02824000000,39.68850000000
8663,Shimba Hills Health Centre,Health Centre,Ministry of Health,Kwale,-4.35774000000,39.41790000000
8664,Shimbir Fatuma Health Centre,Health Centre,Ministry of Health,Mandera,3.02420000000,40.51025000000
8665,Shimbrey Dispensary,Dispensary,Ministry of Health,Garissa,-0.03054000000,39.49775000000
8666,Shimo Borstal Dispensary (GK Prison),Dispensary,Ministry of Health,Mombasa,-3.96818000000,39.73365000000
8667,Shimo La Tewa Annex Dispensary (GK Prison),Dispensary,Ministry of Health,Mombasa,-3.96256000000,39.72619000000
8668,Shimo La Tewa High School Dispensary,Medical Clinic,Private Enterprise (Institution),Mombasa,-3.96036000000,39.74356000000
8669,Shimo-La Tewa Health Centre (GK Prison),Health Centre,Ministry of Health,Mombasa,-3.95620000000,39.73845000000
8670,Shimoni Dispensary,Dispensary,Ministry of Health,Kwale,-4.64508000000,39.37883000000
8671,Shimuli Medical Clinic,Dispensary,Private Enterprise (Institution),Kakamega,0.32314000000,34.92656000000
8672,Shinyalu Health Centre,Health Centre,Ministry of Health,Kakamega,0.22118000000,34.81296000000
8673,Shiply Medical Centre & Lab,Medical Clinic,Private Practice - General Practitioner,Nairobi,-1.23011000000,36.92280000000
8674,Shiraha Health Centre,Health Centre,Ministry of Health,Kakamega,0.19682000000,34.57071000000
8675,Shirikisho Dispensary,Dispensary,Other Faith Based,Homa Bay,-0.51185000000,34.73161000000
8676,Shirikisho Medical Dispensary,Dispensary,Ministry of Health,Tana River,-2.41364000000,40.08990000000
8677,Shirikisho Methodist Dispensary,Dispensary,Other Faith Based,Tana River,-2.35652000000,40.13379000000
8678,Shiru Health Centre,Health Centre,Ministry of Health,Vihiga,0.16167000000,34.91163000000
8679,Shisaba Dispensary,Dispensary,Ministry of Health,Kakamega,0.23641000000,34.55751000000
8680,Shiseso Health Centre,Health Centre,Ministry of Health,Kakamega,0.23131000000,34.70353000000
8681,Shitoto Medical Clinic,Medical Clinic,Private Enterprise (Institution),Kakamega,0.32904500000,34.74490000000
8682,Shitsitswi Health Centre,Health Centre,Ministry of Health,Kakamega,0.26325000000,34.50429000000
8683,Shivakala Dispensary,Dispensary,Ministry of Health,Kakamega,0.36792000000,34.77732000000
8684,Shivanga Health Centre,Health Centre,Ministry of Health,Kakamega,0.53218000000,34.84643000000
8685,Shomella Dispensary,Dispensary,Community,Kilifi,-2.98021000000,40.05606000000
8686,Shompole Dispensary,Dispensary,Ministry of Health,Kajiado,-2.09331000000,36.11861000000
8687,Shree Cutchhi Leva Samaj Medical Clinic,Medical Clinic,Non-Governmental Organizations,Nairobi,-1.31010000000,36.82421000000
8688,Shree Cuteh Sat Sanf Swaminara,Medical Clinic,Private Enterprise (Institution),Mombasa,-4.05660000000,39.66510000000
8689,Shujaa Project Namanga,Medical Clinic,Non-Governmental Organizations,Kajiado,-2.54898000000,36.79319000000
8690,Shujaa Satellite Clinic,Medical Clinic,Non-Governmental Organizations,West Pokot,1.25918000000,35.09522000000
8691,Shukrani Medical Clinic,Medical Clinic,Private Enterprise (Institution),Mombasa,-4.04336000000,39.68613000000
8692,Shura Dispensary (Chalbi),Dispensary,Ministry of Health,Marsabit,2.31810000000,38.05986000000
8693,Shwak Medical Clinic,Medical Clinic,Private Enterprise (Institution),Kiambu,-1.19896000000,36.65500000000
8694,Siabai Makonge Dispensary,Dispensary,Ministry of Health,Migori,-1.33347600000,34.70867000000
8695,Siakago Boys High School Dispensary,Dispensary,Academic (if registered),Embu,-0.53662000000,37.64514000000
8696,Siakago Clinic,Medical Clinic,Private Enterprise (Institution),Embu,-0.58005000000,37.64180000000
8697,Siala Kaduol,Dispensary,Ministry of Health,Siaya,0.01220000000,34.46104000000
8698,Siana Springs Dispensary,Dispensary,Non-Governmental Organizations,Narok,-1.62098000000,35.42620000000
8699,Siaya County Referral Beyond Zero Moble Clinic Dispensary,Dispensary,Ministry of Health,Siaya,0.06313000000,34.28390000000
8700,Siaya District Hospital,District Hospital,Ministry of Health,Siaya,0.06313000000,34.28390000000
8701,Siaya Medical Centre,Other Hospital,Private Enterprise (Institution),Siaya,0.06702000000,34.28735000000
8702,Sibayan Dispensary,Dispensary,Ministry of Health,Bomet,-0.41147000000,35.18850000000
8703,Sibilo Dispensary,Dispensary,Ministry of Health,Baringo,0.70729000000,35.89596000000
8704,Siboti Health Centre,Health Centre,Ministry of Health,Bungoma,0.62874000000,34.46034000000
8705,Sibuoche Dispensary,Dispensary,Ministry of Health,Migori,-0.96494000000,34.37522000000
8706,Sieka Dispensary,Dispensary,Ministry of Health,Kisii,-0.57337000000,34.76402000000
8707,Sifuyo Dispensary,Dispensary,Ministry of Health,Siaya,0.15086000000,34.12707000000
8708,Sigilai (Cmc) Clinic,Medical Clinic,Private Enterprise (Institution),Narok,-0.93594000000,35.00515000000
8709,Sigomere Health Centre,Health Centre,Ministry of Health,Siaya,0.19630000000,34.36450000000
8710,Sigor Sub District Hospital,Sub-District Hospital,Ministry of Health,West Pokot,1.48550000000,35.46777000000
8711,Sigor Sub-District Hospital,Sub-District Hospital,Ministry of Health,Bomet,-0.91417000000,35.29807000000
8712,Sigoro Dispensary,Dispensary,Ministry of Health,Baringo,0.11946000000,35.73347000000
8713,Sigot Dispensary,Dispensary,Community,Nandi,0.42928000000,35.15729000000
8714,Sigoti Health Centre,Health Centre,Ministry of Health,Kisumu,-0.34667000000,34.97091000000
8715,Sigowet Sub-District Hospital,District Hospital,Ministry of Health,Kericho,-0.39564000000,35.04871000000
8716,Sikalame Dispensary,Dispensary,Ministry of Health,Siaya,0.16876000000,34.40510000000
8717,Sikarira Dispensary,Dispensary,Ministry of Health,Busia,0.34063700000,34.32900000000
8718,Sikh Temple Hospital,Other Hospital,Other Faith Based,Makueni,-2.28328000000,37.82118000000
8719,sikhendu,Dispensary,Ministry of Health,Trans Nzoia,0.84838000000,34.86796000000
8720,Sikhendu Disp,Dispensary,Ministry of Health,Trans Nzoia,0.83194000000,34.85924000000
8721,Sikhendu Medical Clinic,Medical Clinic,Private Enterprise (Institution),Trans Nzoia,0.83565000000,34.86581000000
8722,Siksik Dispensary,Dispensary,Ministry of Health,Nandi,0.13162000000,35.10565000000
8723,Sikulu Dispensary,Dispensary,Ministry of Health,Bungoma,0.72464500000,34.86058500000
8724,Sikusi Dispensary,Dispensary,Ministry of Health,Bungoma,0.69340000000,34.55788000000
8725,Silaloni Dispensary,Dispensary,Ministry of Health,Kwale,-3.62041000000,39.28220000000
8726,Silanga (MSF Belgium) Dispensary,Dispensary,Non-Governmental Organizations,Nairobi,-1.31738000000,36.79603000000
8727,Silanga Community Clinic,Dispensary,Ministry of Health,Nairobi,-1.31766000000,36.79940000000
8728,Silibwet Dispensary,Dispensary,Community Development Fund,Nakuru,-0.51394000000,35.71791000000
8729,Silibwet Dispensary (Bomet),Dispensary,Ministry of Health,Bomet,-0.43822000000,35.20883000000
8730,Silibwet Health Centre (Nyandaruawest),Health Centre,Ministry of Health,Nyandarua,-0.03864000000,36.29032000000
8731,Siloam Hospital,Other Hospital,Private Enterprise (Institution),Kericho,-0.35835000000,35.27805000000
8732,Siloam Mediacl Clinic,Medical Clinic,Private Enterprise (Institution),Kitui,-1.41814000000,38.04258000000
8733,Siloam Medical Centre,Medical Clinic,Private Enterprise (Institution),Kiambu,-1.21314000000,36.92870000000
8734,Siloam Medical Clinic,Medical Clinic,Private Practice - Clinical Officer,Kakamega,0.26392000000,34.75209000000
8735,Siloam Medical Clinic ( Pokot Central),Medical Clinic,Private Practice - Nurse / Midwife,West Pokot,1.48701000000,35.47105000000
8736,Siloam Medical Clinic (Kajiado),Medical Clinic,Private Enterprise (Institution),Kajiado,-1.38423000000,36.65530000000
8737,Siloam Medical Clinic (Kieni East),Medical Clinic,Private Practice - General Practitioner,Nyeri,-0.02687000000,37.06186000000
8738,Siloam Medical Clinic (Malindi),Medical Clinic,Private Practice - Clinical Officer,Kilifi,-3.22800000000,40.11308000000
8739,Siloam Medical clinic(Kwanza),Medical Clinic,Private Enterprise (Institution),Trans Nzoia,1.10201000000,35.06732000000
8740,Silverdine Medical Centre(lancet hse),Medical Clinic,Private Practice - Medical Specialist,Nairobi,-1.29621000000,36.80817000000
8741,Simba Health Centre,Health Centre,Ministry of Health,Kajiado,-2.15929000000,37.59477000000
8742,Simba Opepo Dispensary,Dispensary,Local Authority,Kisumu,-0.04750000000,34.79305000000
8743,Simbi Dispensary,Dispensary,Ministry of Health,Bomet,-0.72591000000,35.05906000000
8744,Simbi Kogembo Dispensary,Dispensary,Ministry of Health,Homa Bay,-0.36474000000,34.62989000000
8745,Simbi Roses Clinic,Medical Clinic,Private Enterprise (Institution),Murang'a,-0.99493000000,37.02271000000
8746,Simbiri Nanbell Health Centre,Health Centre,Private Enterprise (Institution),Homa Bay,-0.42618000000,34.70728000000
8747,Simboiyon Dispensary,Dispensary,Ministry of Health,Nakuru,0.07971000000,36.24398000000
8748,Simenya Dispensary,Dispensary,Ministry of Health,Siaya,0.15676000000,34.36433000000
8749,Similani Medical Clinic,Medical Clinic,Private Practice - Clinical Officer,Kilifi,-2.86147000000,40.14847000000
8750,Simotwet Dispensary,Dispensary,Company Medical Service,Bomet,-0.46979000000,35.29360000000
8751,Simotwet Dispensary ( Koibatek),Dispensary,Ministry of Health,Baringo,0.08051000000,35.74476000000
8752,Simotwo Dispensary (Eldoret East),Dispensary,Ministry of Health,Uasin Gishu,0.78940000000,35.41068000000
8753,Simotwo Dispensary (Keiyo),Dispensary,Ministry of Health,Elgeyo Marakwet,0.21973000000,35.53799000000
8754,Simpol Dispensary,Dispensary,Ministry of Health,West Pokot,1.52941000000,35.56133000000
8755,Simrose Medical Clinic,Medical Clinic,Private Enterprise (Institution),Turkana,4.24126000000,34.39860000000
8756,Sina Dispensary,Dispensary,Ministry of Health,West Pokot,1.26711000000,35.36548000000
8757,Sinai clinic,Medical Clinic,Private Practice - Nurse / Midwife,Kitui,-0.99936000000,38.35623000000
8758,Sinai Maternity and Medical Clinic,Nursing Home,Private Practice - Nurse / Midwife,Kiambu,-1.20396000000,36.93137000000
8759,Sinai Medical Services,Medical Clinic,Private Practice - Nurse / Midwife,Kitui,-0.93538000000,38.06043000000
8760,Sinai Mount Hospital,Other Hospital,Private Enterprise (Institution),Kajiado,-1.39607000000,36.75590000000
8761,Sindo Drop In Centre,VCT Centre (Stand-Alone),Non-Governmental Organizations,Homa Bay,-0.55000000000,34.13000000000
8762,Singawa Medical Centre,Medical Clinic,Private Practice - Nurse / Midwife,Mombasa,-4.08350000000,39.65460000000
8763,Singiraine Dispensary,Dispensary,Ministry of Health,Kajiado,-1.91876000000,36.49617000000
8764,Single Mothers Association of Kenya (Smak),VCT Centre (Stand-Alone),Community,Nairobi,-1.28520000000,36.82100000000
8765,Singorwet Dispensary,Dispensary,Ministry of Health,Bomet,-0.73111000000,35.30556000000
8766,Sino Dispensary,Dispensary,Ministry of Health,Homa Bay,-0.44663000000,34.76677000000
8767,Sinoko Dispensary (Bungoma East),Dispensary,Ministry of Health,Bungoma,0.65232000000,34.69060000000
8768,Sinoko Dispensary (Likuyani),Dispensary,Ministry of Health,Kakamega,0.86778000000,35.07629000000
8769,Sinonin Dispensary,Dispensary,Ministry of Health,Uasin Gishu,0.19680000000,35.37688000000
8770,Sinonin Dispensary (Koibatek),Dispensary,Ministry of Health,Baringo,0.06907000000,35.67801000000
8771,Sio Port District Hospital,District Hospital,Ministry of Health,Busia,0.22515000000,34.02132000000
8772,Siomo Dispensary,Dispensary,Ministry of Health,Bomet,-0.56171000000,35.38235000000
8773,Siongi Dispensary,Dispensary,Ministry of Health,Kericho,-0.58232000000,35.09310000000
8774,Siongiroi Health Centre,Health Centre,Ministry of Health,Bomet,-0.89144000000,35.21049000000
8775,Sipili Catholic Dispensary,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,Laikipia,0.40978000000,36.37370000000
8776,Sipili Health Centre,Health Centre,Ministry of Health,Laikipia,0.40426000000,36.37970000000
8777,Sipili Maternity and Nursing Home,Medical Clinic,Private Practice - Nurse / Midwife,Laikipia,0.40737000000,36.37903000000
8778,Sirakaru Dispensary,Dispensary,Ministry of Health,Bungoma,0.72574000000,34.89712000000
8779,Sirata Dispensary,Dispensary,Other Public Institution,Baringo,0.45825000000,36.10045000000
8780,Sirata Oirobi Dispensary,Dispensary,Ministry of Health,Samburu,1.04762000000,36.64921000000
8781,Sirate Health Centre (Manga),Health Centre,Ministry of Health,Nyamira,-0.89002000000,34.75043000000
8782,Sirembe Dispensary,Dispensary,Ministry of Health,Siaya,0.09503000000,34.40000000000
8783,Sirende Friends Dispensary,Dispensary,Christian Health Association of Kenya,Trans Nzoia,0.98226000000,35.04271000000
8784,Siret Tea Dispensary,Dispensary,Company Medical Service,Nandi,0.07912000000,35.25655000000
8785,Siriba Dispensary,Dispensary,Ministry of Health,Kisumu,-0.00079000000,34.61057000000
8786,Sirikwa Peace Dispensary,Dispensary,Community Development Fund,Nakuru,-0.25942000000,35.66689000000
8787,Sirimba Dispensary,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,Busia,0.14419000000,34.05895000000
8788,Sirimon Dispensary,Dispensary,Ministry of Health,Meru,0.04147000000,37.22044000000
8789,Sirisia Hospital,Sub-District Hospital,Ministry of Health,Bungoma,0.75389000000,34.50905000000
8790,Sironoi GOK Dispensary,Dispensary,Ministry of Health,Nandi,0.31355000000,35.08735000000
8791,Sironoi SDA Dispensary,Dispensary,Other Faith Based,Nandi,0.31555000000,35.09490000000
8792,Siruti Dispensary,Dispensary,Community Development Fund,Migori,-0.87812000000,34.50121000000
8793,Sirwa Dispensary,Dispensary,Ministry of Health,Nandi,0.19964000000,35.23556000000
8794,Sirwa Dispensary (Mogotio),Dispensary,Ministry of Health,Baringo,0.17711000000,35.77176000000
8795,Sisenye Dispensary,Dispensary,Ministry of Health,Busia,0.14930000000,34.01100000000
8796,Sisi Kwa Sisi Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,Machakos,-1.41006000000,37.56491000000
8797,Sisiya Dispensary,Dispensary,Ministry of Health,Elgeyo Marakwet,0.99472000000,35.58785000000
8798,Sisokhe Dispensary,Dispensary,Ministry of Health,Kakamega,0.43310000000,34.61191000000
8799,Sister Medical Clinic,Medical Clinic,Private Practice - Clinical Officer,Nakuru,-0.30783000000,36.07105000000
8800,Sisters Maternity Home (Simaho),Nursing Home,Non-Governmental Organizations,Garissa,-0.45487000000,39.63867000000
8801,Sisto Mazoldi Dispensary (Rongai),Dispensary,Kenya Episcopal Conference-Catholic Secretariat,Nakuru,-0.17708000000,35.86950000000
8802,Sitatunga Dispensary,Dispensary,Ministry of Health,Trans Nzoia,1.10395000000,35.09968000000
8803,Sitoi Tea Dispensary,Dispensary,Company Medical Service,Nandi,0.09290000000,35.18068000000
8804,Siu Dispensary,Dispensary,Ministry of Health,Lamu,-2.10934000000,41.08097000000
8805,Siveta Dispensary,Dispensary,Ministry of Health,Kitui,0.24862000000,38.32480000000
8806,Sivilie Dispensary,Dispensary,Ministry of Health,Kakamega,0.46955000000,34.69677500000
8807,Siwadhe Medical Clinic,Medical Clinic,Private Practice - General Practitioner,Siaya,0.07420000000,34.18147000000
8808,Siwo Dispensary,Dispensary,Ministry of Health,Nandi,0.14379000000,35.23542000000
8809,Siyiapei (AIC) Dispensary,Dispensary,Christian Health Association of Kenya,Narok,-1.08896000000,35.95531000000
8810,Skans Health Care Centre,Nursing Home,Private Practice - Unspecified,Mombasa,-4.01782000000,39.68419000000
8811,Skanska Dispensary,Dispensary,Ministry of Health,Garissa,0.78304000000,39.32960000000
